540.2866821,-1748.597778,-562.093689,-70.05717468,274.9886169,43.81539917,1
288.0303345,-301.7297668,-242.9519348,-81.88800812,209.7529297,59.66578674,1
444.2911987,303.837677,-865.507019,-80.20284271,220.3630676,48.89416504,1
506.6720276,939.0621338,-1506.415405,-79.65699768,234.2041626,37.58081818,1
362.990509,1710.550293,-1834.840332,-79.73733521,250.3190155,28.65764618,1
156.698822,2413.550293,-1812.550171,-80.59889221,267.6703186,23.69764328,1
-63.56860733,2859.587646,-1663.971069,-82.11589813,283.7435608,22.8838501,1
-392.3517151,3314.616455,-1275.628906,-83.55083466,297.3948975,24.88727951,1
-623.8424072,3464.988525,-711.1651001,-85.18740845,308.6647949,28.91617203,1
-707.2003174,3333.730713,-171.3243713,-86.75819397,317.0870667,33.1740799,1
-646.7880859,3041.697998,302.0491333,-87.56237793,322.3044434,37.87102127,1
-537.1851807,2623.476074,568.048584,-87.40847015,325.698761,41.03613281,1
-383.6676941,2088.056885,575.4432373,-86.06317139,326.271759,41.49656296,1
-190.5597229,1472.061279,340.9438171,-83.58640289,325.6410522,40.42249298,1
43.20747757,809.2271118,-29.72180367,-80.17745972,321.2710571,36.43884277,1
234.0868225,214.7463531,-340.0892639,-76.52963257,314.203125,31.25374603,1
395.6605225,-415.3535767,-625.1060791,-72.79637909,303.7976074,25.50463295,1
524.6237183,-1104.429565,-830.5027466,-69.31842041,289.8521729,20.36183548,1
646.3612061,-1825.157593,-878.4362793,-66.56980896,273.6611633,17.675951,1
689.5593262,-2496.508301,-717.1315308,-65.20285797,256.8813782,18.1183548,1
647.322876,-3111.502441,-326.6219177,-65.6098175,240.6505432,21.74582672,1
409.209259,-3405.036133,386.1148376,-68.38832092,229.6111603,32.57730865,1
83.6805191,-3477.008789,1081.948608,-71.24136353,218.6160431,44.17245102,1
-288.0843201,-3149.088867,1527.9552,-74.88772583,210.8344269,56.00435257,1
-322.7415466,-2482.69165,1670.14502,-77.34577942,208.5562897,60.84399414,1
-388.6928406,-1970.510742,1748.066528,-78.35253906,208.7065277,65.54793549,1
-266.786377,-1144.851318,1183.906494,-77.8504715,209.0290833,68.15859985,1
-136.848175,-824.2532959,740.3403931,-76.08340454,209.3910675,64.5029068,1
49.11175919,-682.3688965,254.4599304,-74.93975067,210.4008484,57.90239334,1
280.7943726,-215.6770172,-447.4509277,-73.55379486,214.4027557,49.24940872,1
375.9013367,439.0261536,-1034.828857,-71.95091248,223.3380127,40.60218811,1
328.8550415,1177.822266,-1418.355347,-71.61384583,235.9815063,32.40890884,1
232.7302551,1912.403809,-1743.137085,-71.86084747,250.4972839,26.57693672,1
21.99285889,2463.23584,-1602.255005,-72.6329422,265.0413513,23.77450752,1
-176.1592102,2844.559814,-1288.389893,-74.03921509,278.2938232,23.22921753,1
-324.5557251,2993.949951,-891.6028442,-75.71698761,290.668457,24.09378242,1
-423.6968994,2987.700195,-460.6593018,-77.64819336,301.0954895,26.69225311,1
-388.7441711,2393.317627,504.2475281,-79.41275024,318.210907,36.2030983,1
-261.2174377,1835.387573,408.9257813,-78.44686127,318.5723877,35.55756378,1
-120.5268936,1288.067871,190.6976624,-76.85997772,317.6143494,33.17566681,1
75.67553711,631.8373413,-132.9978485,-74.10203552,312.9207459,29.24913216,1
265.8695984,-55.81317902,-427.145813,-70.97570038,305.0758972,25.09543419,1
425.7315369,-694.5498657,-637.2578735,-67.53437805,294.8407898,20.49155617,1
561.979126,-1400.155273,-736.3977051,-64.16670227,281.0426331,16.97102737,1
653.4775391,-2101.187012,-642.8922729,-61.6848793,265.2692566,16.49040413,1
668.34729,-2846.873535,-299.6788025,-60.27199554,248.8450928,19.66239357,1
551.4989014,-3353.029053,340.655426,-59.84205246,235.1758423,27.31027412,1
313.3589172,-3520.075195,1135.197632,-61.39083862,223.6565247,38.37551117,1
129.7276611,-3191.772217,1625.397827,-62.86501694,215.2925262,45.14461136,1
-110.3365326,-2278.997559,1593.553833,-66.95586395,208.8244324,53.49682999,1
-220.1339264,-1858.370239,1693.902344,-70.3589859,204.6217804,62.5150795,1
-208.7285461,-1444.030518,1504.912109,-71.77378845,202.5914459,68.23287201,1
-108.9859848,-1025.97522,1121.111938,-69.70153046,203.2102966,69.40648651,1
100.7815704,-705.3268433,573.5204468,-64.772789,204.1922455,65.20326996,1
274.7059021,-540.3764648,94.62487793,-62.79775238,203.5498657,60.06334686,1
450.6096191,-244.203186,-623.1147461,-61.21406555,206.0826721,52.06821442,1
465.9056702,270.0396423,-1241.247559,-60.60671997,211.6929169,42.37906647,1
359.6330566,983.9501953,-1811.428589,-61.0697403,222.1194305,33.76695251,1
134.1507568,1652.893311,-1957.467651,-62.5285759,234.4611816,27.66797638,1
-144.1078949,2173.647949,-1845.654785,-64.82476044,246.7485046,23.77418518,1
-399.3710632,2512.699707,-1580.044922,-67.31189728,257.7711792,21.17537689,1
